,label,int_label,img_name
19091,Industrial,7,Industrial_1111.jpg
22700,PermanentCrop,9,PermanentCrop_1579.jpg
13774,SeaLake,4,SeaLake_215.jpg
23761,PermanentCrop,9,PermanentCrop_1289.jpg
23568,PermanentCrop,9,PermanentCrop_2439.jpg
12933,SeaLake,4,SeaLake_1338.jpg
20086,Residential,8,Residential_41.jpg
7858,Highway,2,Highway_1837.jpg
14843,HerbaceousVegetation,5,HerbaceousVegetation_847.jpg
26147,Pasture,10,Pasture_1482.jpg
5806,Highway,2,Highway_2471.jpg
7371,Highway,2,Highway_893.jpg
2333,Forest,0,Forest_272.jpg
10163,AnnualCrop,3,AnnualCrop_2563.jpg
12254,SeaLake,4,SeaLake_90.jpg
19221,Industrial,7,Industrial_527.jpg
23730,PermanentCrop,9,PermanentCrop_227.jpg
20256,Residential,8,Residential_120.jpg
4228,River,1,River_1223.jpg
8974,AnnualCrop,3,AnnualCrop_2237.jpg
17005,Industrial,7,Industrial_925.jpg
23316,PermanentCrop,9,PermanentCrop_2007.jpg
6291,Highway,2,Highway_1124.jpg
5484,River,1,River_710.jpg
5058,River,1,River_1306.jpg
8884,AnnualCrop,3,AnnualCrop_1106.jpg
7589,Highway,2,Highway_1560.jpg
14329,HerbaceousVegetation,5,HerbaceousVegetation_1836.jpg
3799,River,1,River_796.jpg
11866,SeaLake,4,SeaLake_2993.jpg
4740,River,1,River_2330.jpg
544,Forest,0,Forest_1558.jpg
8210,AnnualCrop,3,AnnualCrop_1167.jpg
758,Forest,0,Forest_1272.jpg
8732,AnnualCrop,3,AnnualCrop_826.jpg
630,Forest,0,Forest_518.jpg
25626,Pasture,10,Pasture_1689.jpg
13244,SeaLake,4,SeaLake_2394.jpg
6755,Highway,2,Highway_2158.jpg
20061,Residential,8,Residential_651.jpg
3917,River,1,River_41.jpg
7420,Highway,2,Highway_1365.jpg
15904,HerbaceousVegetation,5,HerbaceousVegetation_108.jpg
3054,River,1,River_1091.jpg
19875,Residential,8,Residential_1786.jpg
25485,Pasture,10,Pasture_981.jpg
5390,River,1,River_507.jpg
7190,Highway,2,Highway_1507.jpg
3925,River,1,River_55.jpg
3561,River,1,River_679.jpg
9484,AnnualCrop,3,AnnualCrop_1654.jpg
5031,River,1,River_2433.jpg
15984,HerbaceousVegetation,5,HerbaceousVegetation_48.jpg
154,Forest,0,Forest_2282.jpg
8532,AnnualCrop,3,AnnualCrop_2873.jpg
811,Forest,0,Forest_224.jpg
26393,Pasture,10,Pasture_1137.jpg
24072,PermanentCrop,9,PermanentCrop_816.jpg
23617,PermanentCrop,9,PermanentCrop_1508.jpg
17311,Industrial,7,Industrial_710.jpg
19779,Residential,8,Residential_2305.jpg
17192,Industrial,7,Industrial_21.jpg
11711,SeaLake,4,SeaLake_1973.jpg
23441,PermanentCrop,9,PermanentCrop_957.jpg
14373,HerbaceousVegetation,5,HerbaceousVegetation_2644.jpg
21236,Residential,8,Residential_1074.jpg
21008,Residential,8,Residential_1293.jpg
14369,HerbaceousVegetation,5,HerbaceousVegetation_1417.jpg
115,Forest,0,Forest_520.jpg
18748,Industrial,7,Industrial_590.jpg
23662,PermanentCrop,9,PermanentCrop_160.jpg
25875,Pasture,10,Pasture_833.jpg
10494,AnnualCrop,3,AnnualCrop_1230.jpg
15896,HerbaceousVegetation,5,HerbaceousVegetation_1680.jpg
25494,Pasture,10,Pasture_605.jpg
3813,River,1,River_1393.jpg
3093,River,1,River_1537.jpg
19093,Industrial,7,Industrial_1677.jpg
15407,HerbaceousVegetation,5,HerbaceousVegetation_1270.jpg
25713,Pasture,10,Pasture_213.jpg
13052,SeaLake,4,SeaLake_1661.jpg
19202,Industrial,7,Industrial_916.jpg
8223,AnnualCrop,3,AnnualCrop_362.jpg
24967,PermanentCrop,9,PermanentCrop_1403.jpg
26759,Pasture,10,Pasture_721.jpg
25062,Pasture,10,Pasture_1429.jpg
13216,SeaLake,4,SeaLake_1716.jpg
4449,River,1,River_1429.jpg
20303,Residential,8,Residential_2952.jpg
26343,Pasture,10,Pasture_1257.jpg
9165,AnnualCrop,3,AnnualCrop_1908.jpg
20559,Residential,8,Residential_1646.jpg
24537,PermanentCrop,9,PermanentCrop_2125.jpg
19,Forest,0,Forest_2056.jpg
7629,Highway,2,Highway_955.jpg
7527,Highway,2,Highway_2453.jpg
8804,AnnualCrop,3,AnnualCrop_2585.jpg
17514,Industrial,7,Industrial_1650.jpg
18894,Industrial,7,Industrial_1714.jpg
26987,Pasture,10,Pasture_1586.jpg
4312,River,1,River_987.jpg
14635,HerbaceousVegetation,5,HerbaceousVegetation_2096.jpg
17041,Industrial,7,Industrial_1480.jpg
1748,Forest,0,Forest_1708.jpg
7834,Highway,2,Highway_617.jpg
8135,AnnualCrop,3,AnnualCrop_1011.jpg
8630,AnnualCrop,3,AnnualCrop_1565.jpg
7774,Highway,2,Highway_2247.jpg
4040,River,1,River_618.jpg
12526,SeaLake,4,SeaLake_2148.jpg
4758,River,1,River_941.jpg
21694,Residential,8,Residential_770.jpg
5337,River,1,River_288.jpg
4927,River,1,River_728.jpg
1825,Forest,0,Forest_1494.jpg
17756,Industrial,7,Industrial_1025.jpg
5145,River,1,River_1267.jpg
13205,SeaLake,4,SeaLake_59.jpg
14942,HerbaceousVegetation,5,HerbaceousVegetation_1115.jpg
14201,HerbaceousVegetation,5,HerbaceousVegetation_1360.jpg
8032,AnnualCrop,3,AnnualCrop_1158.jpg
14479,HerbaceousVegetation,5,HerbaceousVegetation_836.jpg
18201,Industrial,7,Industrial_2111.jpg
17396,Industrial,7,Industrial_2415.jpg
3374,River,1,River_451.jpg
2074,Forest,0,Forest_2761.jpg
15489,HerbaceousVegetation,5,HerbaceousVegetation_278.jpg
22277,Residential,8,Residential_466.jpg
16694,HerbaceousVegetation,5,HerbaceousVegetation_1556.jpg
10805,AnnualCrop,3,AnnualCrop_2677.jpg
18806,Industrial,7,Industrial_619.jpg
12837,SeaLake,4,SeaLake_2782.jpg
20168,Residential,8,Residential_2465.jpg
25756,Pasture,10,Pasture_429.jpg
16909,HerbaceousVegetation,5,HerbaceousVegetation_1597.jpg
21871,Residential,8,Residential_2454.jpg
20710,Residential,8,Residential_1483.jpg
21704,Residential,8,Residential_2630.jpg
16563,HerbaceousVegetation,5,HerbaceousVegetation_1022.jpg
24272,PermanentCrop,9,PermanentCrop_1070.jpg
10054,AnnualCrop,3,AnnualCrop_124.jpg
19999,Residential,8,Residential_282.jpg
17562,Industrial,7,Industrial_1335.jpg
301,Forest,0,Forest_2444.jpg
14100,HerbaceousVegetation,5,HerbaceousVegetation_1202.jpg
18430,Industrial,7,Industrial_1238.jpg
3412,River,1,River_1519.jpg
7926,Highway,2,Highway_1759.jpg
22290,Residential,8,Residential_1013.jpg
16399,HerbaceousVegetation,5,HerbaceousVegetation_1141.jpg
20807,Residential,8,Residential_1521.jpg
14509,HerbaceousVegetation,5,HerbaceousVegetation_2453.jpg
559,Forest,0,Forest_2938.jpg
11181,SeaLake,4,SeaLake_1396.jpg
14424,HerbaceousVegetation,5,HerbaceousVegetation_2240.jpg
2975,Forest,0,Forest_896.jpg
19150,Industrial,7,Industrial_2182.jpg
10444,AnnualCrop,3,AnnualCrop_90.jpg
465,Forest,0,Forest_1411.jpg
13350,SeaLake,4,SeaLake_2046.jpg
10711,AnnualCrop,3,AnnualCrop_1546.jpg
25111,Pasture,10,Pasture_288.jpg
